timestamp,machine_type,machine_id,operator_id,task_type,soil_type,ground_condition,engine_rpm,engine_temperature_c,hydraulic_pressure_bar,hydraulic_oil_temperature_c,fuel_rate_lph,fuel_level_pct,vehicle_speed_kmh,idle_duration_min,blade_load_pct,blade_angle_deg,blade_height_m,drawbar_load_pct,traction_force_kn,track_speed_left_kmh,track_speed_right_kmh,track_slip_pct,dozing_depth_m,grading_accuracy_error_cm,vibration_level,slope_deg,ambient_temperature_c,operator_experience_years,machine_hours,maintenance_due_days,previous_anomaly_count_1hr,anomaly_type,is_anomaly,severity
2026-01-01 06:10:00,Bulldozer,CAT_014,OP_013,Grading,Soft,Dry,1611.5,81.9,238.7,68.3,21.61,94.6,4.98,2.66,92.0,6.89,0.55,72.9,141.1,3.0,4.87,8.27,0.25,1.99,1.32,3.48,25.7,1.9,1080.9,56,0,Normal,0,Normal
2026-01-01 06:11:00,Bulldozer,CAT_002,OP_027,Grading,Hard,Dry,1942.6,85.2,315.3,54.0,20.5,92.9,8.83,3.46,87.5,13.59,0.32,47.2,116.7,3.24,3.29,6.41,0.5,3.68,1.65,0.0,33.4,0.6,3118.0,23,0,Normal,0,Normal
2026-01-01 06:12:00,Bulldozer,CAT_008,OP_015,Ripping,Hard,Loose,1629.3,73.5,244.8,66.9,16.01,55.9,12.11,1.24,69.1,7.55,0.62,68.9,110.8,5.48,7.05,5.04,0.46,1.72,0.61,5.13,23.7,6.7,1218.3,24,2,Normal,0,Normal
2026-01-01 06:13:00,Bulldozer,CAT_013,OP_013,Grading,Hard,Dry,1731.6,80.7,278.7,55.9,14.66,70.6,6.17,1.05,87.8,4.12,0.6,60.9,117.7,6.34,6.32,4.24,0.48,4.14,1.55,6.78,23.0,13.7,3943.5,33,0,Normal,0,Normal
2026-01-01 06:14:00,Bulldozer,CAT_005,OP_010,Leveling,Medium,Damp,1981.4,86.7,228.4,61.8,17.27,56.2,9.0,1.37,59.0,8.44,0.87,71.9,137.6,6.87,4.01,5.17,0.53,1.29,1.74,3.13,25.6,11.5,8180.6,42,0,Normal,0,Normal
2026-01-01 06:15:00,Bulldozer,CAT_008,OP_028,Ripping,Medium,Damp,2134.9,101.8,232.0,57.8,18.29,46.3,3.9,0.46,82.4,9.26,0.36,61.5,106.9,6.16,2.52,5.18,0.17,1.49,1.63,5.35,27.9,2.5,2977.2,37,0,Engine_Overheating,1,Medium
2026-01-01 06:16:00,Bulldozer,CAT_017,OP_020,Ripping,Medium,Damp,1650.7,76.2,261.8,55.4,18.0,74.5,6.24,0.09,76.8,6.79,0.18,49.2,137.3,3.28,3.99,5.15,0.67,2.19,1.53,8.22,28.1,9.4,5566.1,7,0,Normal,0,Normal
2026-01-01 06:17:00,Bulldozer,CAT_007,OP_019,Dozing,Soft,Wet,1715.1,79.5,253.5,69.1,23.14,70.2,8.39,0.02,111.3,8.63,0.28,98.8,158.7,5.22,4.78,5.04,0.46,2.94,1.56,3.64,24.6,3.6,9184.8,38,1,Blade_Overloading,1,Medium
2026-01-01 06:18:00,Bulldozer,CAT_005,OP_017,Grading,Soft,Dry,1792.8,87.0,253.5,57.9,20.56,25.4,8.28,1.52,81.9,10.52,0.39,42.1,138.0,8.07,4.64,3.19,0.35,2.55,1.6,4.24,31.8,12.6,4270.2,45,0,Normal,0,Normal
2026-01-01 06:19:00,Bulldozer,CAT_014,OP_022,Ripping,Medium,Dry,1716.6,79.9,220.2,54.2,15.71,79.5,0.09,5.95,103.0,7.98,0.2,69.1,135.2,5.11,9.77,6.26,0.21,2.38,1.01,0.0,25.9,1.7,8835.1,14,0,Normal,0,Normal
2026-01-01 06:20:00,Bulldozer,CAT_007,OP_020,Dozing,Medium,Dry,855.0,88.8,235.4,64.8,20.46,37.4,0.09,23.95,70.4,11.84,0.37,77.8,112.3,6.45,6.62,1.31,0.54,0.76,1.36,0.0,29.1,2.9,6712.7,55,1,Excessive_Idling,1,Medium
2026-01-01 06:21:00,Bulldozer,CAT_004,OP_026,Dozing,Hard,Dry,1937.2,78.8,327.1,88.0,19.4,37.0,6.5,7.15,91.3,8.77,0.46,56.1,124.4,5.59,7.87,5.02,0.27,1.2,1.25,2.79,41.2,8.8,1845.1,47,0,Hydraulic_Stress,1,Low
2026-01-01 06:22:00,Bulldozer,CAT_003,OP_006,Grading,Soft,Wet,1615.5,97.8,217.6,63.4,20.88,80.7,5.23,1.88,61.5,8.13,0.88,67.6,110.7,4.85,5.61,6.25,0.24,1.9,1.05,4.3,29.0,9.4,7267.7,8,0,Normal,0,Normal
2026-01-01 06:23:00,Bulldozer,CAT_015,OP_006,Dozing,Soft,Damp,1860.2,86.7,242.0,65.5,16.01,69.3,0.93,3.77,89.5,10.84,0.23,73.4,108.9,8.44,4.09,2.96,0.31,0.84,1.2,4.69,34.7,11.2,8102.5,51,0,Normal,0,Normal
2026-01-01 06:24:00,Bulldozer,CAT_013,OP_026,Grading,Medium,Dry,1684.1,68.2,279.2,64.2,17.11,39.1,3.3,4.99,87.5,7.05,0.69,44.2,111.5,6.88,4.83,4.73,0.48,2.87,1.24,4.82,31.4,6.6,9589.9,48,0,Normal,0,Normal
2026-01-01 06:25:00,Bulldozer,CAT_009,OP_007,Ripping,Medium,Damp,1430.0,76.2,219.6,73.2,16.02,85.5,4.52,1.79,63.7,7.43,0.7,77.7,106.3,6.71,3.58,2.0,0.23,3.15,1.55,4.6,28.7,6.0,3251.2,8,0,Normal,0,Normal
2026-01-01 06:26:00,Bulldozer,CAT_018,OP_027,Ripping,Rocky,Dry,1361.3,84.3,313.6,50.3,17.6,75.9,8.3,9.47,45.1,5.13,0.08,47.2,129.8,11.8,4.68,4.77,0.18,2.76,1.46,0.0,27.1,1.7,1289.1,39,0,Normal,0,Normal
2026-01-01 06:27:00,Bulldozer,CAT_003,OP_018,Dozing,Soft,Damp,1696.9,85.2,265.1,57.5,17.29,50.0,5.42,3.76,82.4,11.65,0.59,61.7,110.2,5.31,9.59,2.09,0.43,3.27,1.55,6.16,28.6,11.5,6194.7,24,0,Normal,0,Normal
2026-01-01 06:28:00,Bulldozer,CAT_019,OP_005,Dozing,Medium,Loose,1966.9,85.8,259.5,76.1,15.83,94.3,3.2,1.26,86.0,10.92,0.23,74.3,167.4,7.75,8.3,4.32,0.22,3.84,0.78,4.42,30.7,13.9,9030.9,14,0,Normal,0,Normal
2026-01-01 06:29:00,Bulldozer,CAT_012,OP_018,Dozing,Medium,Dry,1710.8,85.5,277.7,69.7,19.58,45.3,7.23,3.91,105.9,11.21,0.5,111.3,172.1,4.97,7.22,6.15,0.22,2.52,1.12,7.79,36.6,10.7,6364.0,14,0,Blade_Overloading,1,Low
2026-01-01 06:30:00,Bulldozer,CAT_006,OP_020,Dozing,Medium,Damp,1827.4,85.9,231.6,51.9,20.48,35.2,4.06,1.03,79.2,5.09,0.44,62.0,57.0,8.49,4.99,0.19,0.05,2.02,1.27,10.66,23.0,8.6,8978.7,54,0,Normal,0,Normal
2026-01-01 06:31:00,Bulldozer,CAT_006,OP_004,Dozing,Medium,Dry,1887.3,80.7,199.1,64.7,17.78,71.2,3.39,3.87,78.5,14.05,0.63,89.7,109.3,6.02,3.9,8.14,0.32,0.85,1.59,8.59,28.4,12.0,4240.8,28,1,Normal,0,Normal
2026-01-01 06:32:00,Bulldozer,CAT_001,OP_016,Dozing,Medium,Dry,1773.0,90.4,261.6,57.1,18.03,81.6,6.56,0.4,43.5,11.33,0.68,71.6,98.0,9.39,9.48,1.17,0.2,2.8,1.44,2.26,27.0,5.4,8029.4,17,1,Normal,0,Normal
2026-01-01 06:33:00,Bulldozer,CAT_011,OP_001,Dozing,Rocky,Dry,1816.8,82.0,244.0,64.6,20.71,86.5,7.54,5.33,82.9,4.13,0.54,59.7,100.4,8.85,4.77,4.3,0.52,2.34,0.77,1.69,33.7,14.5,5677.1,26,0,Normal,0,Normal
2026-01-01 06:34:00,Bulldozer,CAT_001,OP_029,Grading,Hard,Damp,1533.3,77.3,229.2,58.4,15.01,77.2,8.94,4.61,38.2,3.65,0.68,64.9,133.1,7.31,3.74,4.49,0.46,0.1,1.21,0.0,30.6,13.7,2674.6,28,0,Normal,0,Normal
2026-01-01 06:35:00,Bulldozer,CAT_002,OP_020,Dozing,Medium,Dry,1583.4,79.9,240.0,62.1,18.14,98.0,6.27,9.74,101.3,6.04,0.43,67.3,95.2,4.2,4.57,4.15,0.5,3.51,1.86,3.16,32.7,10.2,9391.5,4,0,Normal,0,Normal
2026-01-01 06:36:00,Bulldozer,CAT_015,OP_027,Dozing,Medium,Dry,1952.6,78.9,270.3,60.4,22.29,96.4,8.58,2.82,76.3,1.52,0.81,80.4,112.9,12.09,5.65,3.59,0.12,1.33,1.74,2.4,24.6,11.5,2865.4,5,1,Normal,0,Normal
2026-01-01 06:37:00,Bulldozer,CAT_007,OP_002,Grading,Medium,Dry,1647.7,80.1,234.8,55.9,19.43,40.5,5.76,8.44,54.7,2.34,0.63,73.0,155.8,3.85,5.58,5.5,0.16,4.43,1.21,8.62,23.2,2.6,9349.4,30,0,Normal,0,Normal
2026-01-01 06:38:00,Bulldozer,CAT_008,OP_013,Grading,Soft,Loose,1836.7,83.9,238.1,62.0,22.08,27.5,8.88,4.03,59.9,17.29,0.52,77.4,122.2,2.79,11.75,15.24,0.48,4.05,1.5,3.82,31.5,3.2,7138.2,10,0,Uneven_Track_Speed,1,Low
2026-01-01 06:39:00,Bulldozer,CAT_013,OP_014,Dozing,Medium,Damp,2096.3,87.5,256.3,64.1,20.68,88.3,5.1,9.53,104.8,3.9,0.52,67.2,99.8,2.33,7.32,5.44,0.24,2.76,1.51,3.65,34.2,9.0,2980.3,57,0,Normal,0,Normal
2026-01-01 06:40:00,Bulldozer,CAT_009,OP_010,Leveling,Medium,Dry,1746.5,80.4,311.6,61.8,21.71,74.5,8.93,2.85,64.7,15.14,0.42,38.6,109.9,4.97,3.38,1.59,0.5,3.46,1.3,3.39,32.9,8.1,5730.7,33,0,Normal,0,Normal
2026-01-01 06:41:00,Bulldozer,CAT_014,OP_010,Dozing,Medium,Damp,1721.5,84.7,250.0,50.4,17.67,76.8,8.68,0.13,92.7,2.82,0.63,68.2,88.3,5.42,4.83,4.22,0.33,2.37,1.44,2.93,23.4,5.2,1978.5,25,0,Normal,0,Normal
2026-01-01 06:42:00,Bulldozer,CAT_005,OP_001,Ripping,Rocky,Damp,1699.7,77.5,233.6,63.3,16.33,74.0,6.76,8.74,97.7,8.18,0.69,29.8,130.9,3.07,5.4,4.57,0.63,0.94,1.13,4.28,30.2,2.4,8347.8,46,0,Normal,0,Normal
2026-01-01 06:43:00,Bulldozer,CAT_011,OP_021,Grading,Medium,Dry,1697.5,78.8,182.7,67.3,21.38,85.9,4.4,0.74,83.8,12.18,0.54,52.6,137.6,5.26,4.51,3.22,0.13,2.67,0.74,0.73,39.9,9.7,9879.1,57,0,Normal,0,Normal
2026-01-01 06:44:00,Bulldozer,CAT_007,OP_012,Ripping,Hard,Dry,1474.2,81.9,244.5,57.2,18.51,91.5,7.93,3.9,62.9,9.87,0.82,70.6,129.6,4.67,4.88,5.93,0.57,3.01,1.45,2.78,39.3,1.8,799.5,33,1,Normal,0,Normal
2026-01-01 06:45:00,Bulldozer,CAT_019,OP_024,Dozing,Medium,Damp,1677.9,77.8,211.7,62.1,18.93,99.1,7.97,12.3,73.4,14.93,0.55,64.2,122.5,6.4,4.22,2.23,0.23,3.83,1.18,0.0,41.5,6.9,8232.1,36,1,Normal,0,Normal
2026-01-01 06:46:00,Bulldozer,CAT_009,OP_011,Ripping,Medium,Loose,1906.2,86.3,271.0,64.4,20.45,77.7,10.13,7.04,63.8,7.87,0.63,45.7,106.8,7.17,5.47,4.83,0.49,3.03,1.19,2.12,28.7,3.2,3443.9,38,0,Normal,0,Normal
2026-01-01 06:47:00,Bulldozer,CAT_001,OP_012,Grading,Medium,Dry,1866.8,69.2,276.0,69.1,20.26,90.0,6.91,4.68,58.4,6.63,0.42,59.3,142.1,5.47,7.41,3.28,0.37,2.06,1.83,1.35,25.7,14.0,2187.8,12,2,Normal,0,Normal
2026-01-01 06:48:00,Bulldozer,CAT_011,OP_010,Dozing,Medium,Dry,1562.8,82.5,264.5,61.1,13.1,53.6,9.18,5.92,78.2,9.8,0.65,60.8,97.1,7.85,9.84,10.53,0.5,3.57,1.66,6.24,31.0,13.1,5908.4,17,1,Normal,0,Normal
2026-01-01 06:49:00,Bulldozer,CAT_019,OP_025,Dozing,Medium,Loose,1752.4,67.8,266.0,63.5,21.26,97.7,3.73,0.55,37.7,7.83,0.36,65.0,84.4,6.44,5.89,7.75,0.41,1.7,1.55,2.75,32.9,13.6,6018.5,31,0,Normal,0,Normal
2026-01-01 06:50:00,Bulldozer,CAT_016,OP_017,Grading,Medium,Damp,1957.4,92.4,230.5,45.6,20.69,98.6,4.21,10.33,77.8,7.46,0.33,58.8,99.4,5.13,7.75,6.41,0.46,3.82,1.15,0.02,26.4,2.3,7669.9,7,1,Normal,0,Normal
2026-01-01 06:51:00,Bulldozer,CAT_013,OP_030,Dozing,Medium,Dry,1772.3,79.3,244.5,57.3,18.81,35.9,5.88,0.72,86.4,14.24,0.22,56.5,91.8,7.07,2.96,6.24,0.45,3.5,2.25,4.93,27.4,10.4,7301.1,26,1,Normal,0,Normal
2026-01-01 06:52:00,Bulldozer,CAT_004,OP_022,Dozing,Medium,Dry,1637.2,90.9,263.5,67.3,19.37,35.1,3.79,1.84,70.3,13.1,0.52,98.3,111.7,7.12,7.11,3.08,0.1,2.81,2.11,9.22,19.6,3.6,1620.2,58,0,Normal,0,Normal
2026-01-01 06:53:00,Bulldozer,CAT_017,OP_025,Dozing,Medium,Damp,1740.7,81.0,295.2,65.3,17.82,50.0,3.2,3.85,58.9,6.87,0.76,60.2,99.2,3.14,5.63,4.37,0.17,2.75,1.45,0.0,30.2,10.5,2316.2,5,0,Normal,0,Normal
2026-01-01 06:54:00,Bulldozer,CAT_001,OP_022,Dozing,Medium,Dry,1632.9,83.5,226.2,70.5,17.79,37.5,6.15,3.18,87.5,-0.35,0.31,50.3,126.0,5.26,7.39,3.48,0.34,3.33,1.84,5.88,31.7,12.4,6794.5,20,0,Normal,0,Normal
2026-01-01 06:55:00,Bulldozer,CAT_014,OP_002,Leveling,Soft,Damp,1424.5,92.4,249.8,68.3,17.58,37.4,6.75,0.5,65.7,5.26,0.49,82.8,66.5,5.69,6.6,8.5,0.4,2.92,1.5,8.54,28.8,9.4,9296.2,36,0,Normal,0,Normal
2026-01-01 06:56:00,Bulldozer,CAT_005,OP_017,Dozing,Medium,Wet,1728.3,91.2,208.3,57.1,18.1,56.4,7.11,2.71,87.9,8.44,0.45,64.1,112.1,6.64,8.92,7.83,0.05,1.93,1.96,2.29,28.4,9.5,4887.4,8,1,Normal,0,Normal
2026-01-01 06:57:00,Bulldozer,CAT_016,OP_024,Dozing,Soft,Dry,1861.9,79.4,249.5,48.1,16.42,66.6,0.88,0.49,63.9,8.33,0.71,97.7,134.2,8.08,7.04,7.04,0.45,3.81,1.43,6.99,26.4,8.2,3493.4,43,0,Normal,0,Normal
2026-01-01 06:58:00,Bulldozer,CAT_001,OP_004,Dozing,Soft,Dry,1704.0,80.7,278.6,59.2,20.37,81.7,6.69,5.44,81.4,9.6,0.6,58.3,119.4,7.22,4.27,6.2,0.31,1.59,2.45,2.14,27.2,8.5,3904.5,30,0,Normal,0,Normal
2026-01-01 06:59:00,Bulldozer,CAT_010,OP_006,Ripping,Soft,Wet,1426.0,81.8,200.4,60.2,18.14,35.7,4.75,4.92,59.3,1.53,0.77,89.2,147.5,6.32,2.23,5.38,0.09,1.24,1.43,6.77,28.7,4.5,2065.8,26,0,Normal,0,Normal
2026-01-01 07:00:00,Bulldozer,CAT_018,OP_009,Ripping,Rocky,Loose,1761.6,79.4,276.0,63.1,17.68,47.9,6.43,8.8,58.0,18.47,0.85,71.2,93.7,3.7,4.83,5.97,0.42,2.02,1.5,7.29,23.2,4.8,1439.0,40,0,Normal,0,Normal
2026-01-01 07:01:00,Bulldozer,CAT_020,OP_022,Grading,Rocky,Damp,1749.8,82.7,245.2,72.5,18.88,80.7,6.93,2.58,67.8,6.7,0.08,51.7,110.6,4.63,7.69,0.97,0.19,1.03,1.54,1.5,28.9,5.9,4769.3,58,0,Normal,0,Normal
2026-01-01 07:02:00,Bulldozer,CAT_014,OP_030,Dozing,Hard,Dry,1928.7,86.7,269.3,60.8,19.24,75.4,2.93,1.45,73.5,2.18,0.57,69.0,85.7,7.99,5.35,2.88,0.3,3.85,0.8,4.94,32.0,1.4,8121.9,48,0,Normal,0,Normal
2026-01-01 07:03:00,Bulldozer,CAT_012,OP_003,Dozing,Hard,Dry,1948.9,85.8,238.7,58.6,20.86,98.7,2.19,6.08,74.7,10.28,0.56,44.6,115.1,8.5,5.2,0.0,0.45,3.13,1.3,5.71,28.4,6.7,8668.7,31,1,Normal,0,Normal
2026-01-01 07:04:00,Bulldozer,CAT_013,OP_010,Leveling,Hard,Damp,1776.5,80.8,186.0,52.6,17.53,25.5,5.43,0.43,101.8,7.93,0.71,104.5,163.7,10.13,7.65,8.19,0.53,2.89,1.43,3.89,37.2,11.5,5248.5,59,0,Blade_Overloading,1,High
2026-01-01 07:05:00,Bulldozer,CAT_002,OP_008,Grading,Medium,Dry,1736.6,90.3,303.4,60.6,16.7,94.4,5.26,1.99,54.7,14.0,0.32,67.9,86.4,2.77,8.82,8.07,0.29,3.51,1.81,11.54,27.4,14.8,2569.5,48,0,Normal,0,Normal
2026-01-01 07:06:00,Bulldozer,CAT_019,OP_004,Leveling,Soft,Wet,1398.0,81.7,314.9,73.8,18.29,93.8,4.63,1.25,45.0,6.41,0.55,51.2,122.1,7.49,3.73,5.32,0.41,4.71,1.11,5.05,32.6,6.1,3410.4,37,0,Normal,0,Normal
2026-01-01 07:07:00,Bulldozer,CAT_018,OP_013,Dozing,Medium,Dry,1701.3,72.0,241.3,60.5,20.24,90.3,6.52,5.29,75.7,8.02,0.36,70.6,90.2,6.5,5.06,4.46,0.33,2.36,1.62,3.91,31.4,11.1,4505.1,59,0,Normal,0,Normal
2026-01-01 07:08:00,Bulldozer,CAT_016,OP_028,Dozing,Medium,Wet,1745.3,73.0,257.0,65.2,19.62,78.3,5.84,1.58,60.7,1.76,0.81,100.7,109.4,5.57,6.11,6.96,0.43,1.85,1.41,3.29,23.3,6.2,3950.5,13,2,Normal,0,Normal
2026-01-01 07:09:00,Bulldozer,CAT_017,OP_024,Dozing,Soft,Loose,1581.5,83.2,299.1,56.5,19.23,44.0,5.19,4.12,68.4,5.57,0.31,41.4,90.0,0.88,1.98,0.27,0.34,2.19,1.78,9.45,24.2,13.5,6703.6,32,0,Normal,0,Normal
2026-01-01 07:10:00,Bulldozer,CAT_013,OP_030,Dozing,Medium,Dry,1967.3,82.7,282.6,53.6,15.95,46.4,5.51,12.94,54.0,13.03,0.75,53.7,108.9,4.93,3.78,4.94,0.05,0.6,1.76,2.55,25.5,5.2,1247.3,25,0,Normal,0,Normal
2026-01-01 07:11:00,Bulldozer,CAT_014,OP_002,Dozing,Medium,Damp,2026.2,77.0,321.3,49.3,23.42,65.0,4.63,2.39,51.4,4.6,0.44,72.4,154.9,5.67,9.14,6.13,0.4,3.11,1.72,8.7,36.6,8.1,7441.8,43,1,Normal,0,Normal
2026-01-01 07:12:00,Bulldozer,CAT_004,OP_015,Dozing,Soft,Wet,1644.0,93.1,273.6,61.8,14.37,75.7,2.4,7.05,82.4,-1.82,0.58,65.1,125.2,5.25,6.77,4.26,0.1,9.03,1.02,3.0,26.5,7.6,1755.4,5,0,Poor_Grading_Performance,1,Medium
2026-01-01 07:13:00,Bulldozer,CAT_013,OP_013,Dozing,Hard,Dry,2026.7,80.9,275.8,62.5,18.48,65.7,5.89,0.42,61.5,10.3,0.48,79.7,90.0,7.31,6.5,2.91,0.43,1.97,1.31,6.29,40.7,3.4,1190.4,48,0,Normal,0,Normal
2026-01-01 07:14:00,Bulldozer,CAT_011,OP_018,Grading,Soft,Dry,1656.6,87.0,241.4,58.5,15.28,56.4,6.42,4.08,66.0,9.25,0.74,46.7,106.1,6.97,5.92,5.93,0.46,3.29,1.51,7.45,28.6,3.8,7781.1,22,0,Normal,0,Normal
2026-01-01 07:15:00,Bulldozer,CAT_014,OP_028,Dozing,Soft,Dry,1444.3,81.8,233.5,62.5,17.37,91.4,6.34,2.36,49.0,12.17,0.43,66.8,138.0,3.62,6.31,4.27,0.4,3.53,1.1,0.92,29.1,8.5,3218.0,44,0,Normal,0,Normal
2026-01-01 07:16:00,Bulldozer,CAT_016,OP_013,Grading,Medium,Wet,1621.3,80.2,226.4,59.3,17.75,48.1,5.84,4.86,94.0,7.76,0.39,77.5,135.6,8.69,6.28,7.05,0.36,3.03,0.98,6.82,25.8,14.4,558.1,33,1,Normal,0,Normal
2026-01-01 07:17:00,Bulldozer,CAT_008,OP_013,Ripping,Medium,Damp,1421.4,78.1,237.9,69.0,20.7,43.8,4.15,6.69,72.2,8.94,0.18,79.8,126.0,7.64,3.04,5.78,0.46,0.76,2.18,5.92,22.0,9.2,1831.2,47,1,Normal,0,Normal
2026-01-01 07:18:00,Bulldozer,CAT_002,OP_006,Dozing,Medium,Loose,1701.2,82.3,203.7,71.9,18.05,80.2,5.56,4.09,72.7,8.95,0.61,50.3,132.3,7.62,4.96,4.14,0.38,2.0,0.92,2.55,34.1,4.4,7376.2,2,0,Normal,0,Normal
2026-01-01 07:19:00,Bulldozer,CAT_017,OP_012,Dozing,Soft,Dry,1604.1,72.2,283.6,59.4,16.44,28.4,4.86,1.0,84.0,-7.14,0.69,54.7,104.1,6.99,8.15,8.55,0.2,7.26,1.21,5.13,29.2,6.5,6166.7,40,0,Poor_Grading_Performance,1,Medium
2026-01-01 07:20:00,Bulldozer,CAT_016,OP_015,Dozing,Medium,Damp,1615.7,81.0,272.1,64.4,16.37,49.4,5.07,2.23,66.6,13.62,0.62,67.8,77.6,6.18,5.7,3.62,0.6,0.1,1.31,6.72,30.3,9.2,8316.4,51,0,Normal,0,Normal
2026-01-01 07:21:00,Bulldozer,CAT_003,OP_022,Ripping,Medium,Dry,1663.5,70.3,222.8,57.3,17.99,70.0,5.16,6.83,72.7,5.91,0.54,50.4,54.8,5.48,5.67,4.09,0.12,3.32,1.44,2.08,28.6,12.7,3076.2,19,0,Normal,0,Normal
2026-01-01 07:22:00,Bulldozer,CAT_001,OP_003,Dozing,Soft,Dry,1678.4,79.6,208.2,66.6,18.52,72.2,5.38,3.83,64.7,11.98,0.16,84.9,113.5,4.82,7.8,7.37,0.16,1.4,1.55,0.24,34.9,3.3,8246.9,57,1,Normal,0,Normal
2026-01-01 07:23:00,Bulldozer,CAT_016,OP_017,Leveling,Soft,Dry,1990.0,81.5,194.0,62.8,20.72,72.2,4.75,4.31,54.7,12.29,0.16,69.0,107.5,2.53,12.26,10.46,0.23,0.1,1.28,2.34,34.1,0.6,7006.3,27,0,Uneven_Track_Speed,1,Medium
2026-01-01 07:24:00,Bulldozer,CAT_001,OP_027,Leveling,Soft,Damp,1906.7,81.9,246.1,62.2,15.38,40.2,8.18,1.45,77.5,5.9,0.36,61.6,118.9,8.33,5.51,6.65,0.26,3.15,1.01,2.81,33.7,14.7,4513.7,8,1,Normal,0,Normal
2026-01-01 07:25:00,Bulldozer,CAT_020,OP_028,Leveling,Soft,Dry,1805.2,79.9,259.4,54.6,18.2,77.7,6.28,4.32,73.9,7.24,0.05,52.3,112.6,8.32,8.07,4.45,0.63,2.85,0.85,1.08,33.1,8.6,559.2,55,0,Normal,0,Normal
2026-01-01 07:26:00,Bulldozer,CAT_017,OP_008,Dozing,Soft,Dry,1606.9,77.0,277.2,73.1,15.98,30.9,6.3,5.43,59.2,5.19,0.28,67.8,88.9,10.03,6.27,6.65,0.3,0.1,1.01,0.39,27.6,13.8,5178.9,49,0,Normal,0,Normal
