timestamp,machine_type,machine_id,operator_id,task_type,soil_type,ground_condition,engine_rpm,engine_temperature_c,hydraulic_pressure_bar,hydraulic_oil_temperature_c,fuel_rate_lph,fuel_level_pct,machine_speed_kmh,idle_duration_min,boom_movement_rate,arm_movement_rate,bucket_movement_rate,swing_speed_rpm,bucket_cycles_per_min,excavation_depth_m,bucket_load_pct,vibration_level,slope_deg,ambient_temperature_c,operator_experience_years,machine_hours,maintenance_due_days,previous_anomaly_count_1hr,task_duration_min,anomaly_type,is_anomaly,severity
2026-01-01 06:10:00,Excavator,CAT_011,OP_007,Digging,Hard,Damp,1373.6,82.2,308.6,63.2,13.02,78.3,0.82,5.95,0.846,0.619,0.859,7.82,3.52,2.73,76.7,1.37,8.02,20.8,3.1,1542.0,37,0,95.4,Normal,0,Normal
2026-01-01 06:11:00,Excavator,CAT_020,OP_016,Excavation,Medium,Dry,1720.4,80.5,331.8,58.8,24.5,89.1,1.91,12.44,0.918,0.575,0.575,10.15,1.92,2.33,103.0,1.53,3.13,33.0,2.8,7795.6,18,0,61.3,Bucket_Overloading,1,High
2026-01-01 06:12:00,Excavator,CAT_015,OP_026,Excavation,Medium,Damp,1652.8,77.1,249.0,68.5,24.61,40.3,3.19,2.98,0.359,0.357,0.782,4.51,2.9,3.16,78.9,1.26,0.91,33.2,2.5,8878.1,28,2,57.8,Normal,0,Normal
2026-01-01 06:13:00,Excavator,CAT_016,OP_005,Excavation,Medium,Wet,1737.8,79.2,233.0,74.2,20.66,93.9,3.4,9.46,0.859,0.298,0.73,5.83,3.95,2.79,88.5,1.47,3.65,35.4,3.2,2279.7,18,0,122.6,Normal,0,Normal
2026-01-01 06:14:00,Excavator,CAT_015,OP_024,Digging,Medium,Damp,1876.0,88.2,254.1,75.5,24.58,78.1,2.69,8.99,0.896,0.689,0.681,6.3,2.89,1.47,75.1,1.11,3.2,26.0,11.9,5575.7,57,0,86.8,Normal,0,Normal
2026-01-01 06:15:00,Excavator,CAT_016,OP_026,Loading,Medium,Dry,2096.7,85.0,265.6,70.4,23.71,31.2,3.72,1.82,0.788,0.49,0.807,10.56,0.76,1.92,63.1,1.85,7.79,35.8,3.2,881.6,32,1,220.8,Low_Excavation_Productivity,1,Low
2026-01-01 06:16:00,Excavator,CAT_011,OP_002,Loading,Medium,Wet,2210.3,109.4,260.7,81.4,23.76,96.8,1.59,4.58,0.773,0.656,0.584,11.03,2.82,2.39,71.8,1.43,2.34,36.5,7.2,6464.1,39,0,65.6,Engine_Overheating,1,Low
2026-01-01 06:17:00,Excavator,CAT_003,OP_021,Excavation,Rocky,Damp,1856.9,81.5,249.1,54.1,20.94,63.5,1.59,7.77,0.738,0.725,0.344,9.62,2.03,2.6,75.5,1.53,2.42,34.0,9.6,1797.2,8,0,81.9,Normal,0,Normal
2026-01-01 06:18:00,Excavator,CAT_017,OP_015,Excavation,Soft,Dry,1589.5,82.9,264.6,65.1,20.48,47.4,3.14,0.26,1.068,0.711,0.269,6.35,2.29,2.39,66.1,4.25,12.39,30.3,14.3,7248.0,50,0,61.7,Abnormal_Vibration,1,High
2026-01-01 06:19:00,Excavator,CAT_010,OP_020,Trenching,Medium,Dry,1449.6,78.5,270.0,55.7,21.02,89.9,3.49,3.18,0.557,0.653,0.824,10.59,3.12,1.54,62.5,1.29,0.87,36.6,9.6,7584.4,3,3,87.2,Normal,0,Normal
2026-01-01 06:20:00,Excavator,CAT_011,OP_009,Excavation,Medium,Dry,1659.4,81.5,286.0,61.7,20.24,99.5,3.71,2.01,0.766,0.533,0.551,8.74,2.57,3.37,73.2,0.89,6.42,26.6,1.5,5341.2,10,1,104.7,Normal,0,Normal
2026-01-01 06:21:00,Excavator,CAT_008,OP_007,Digging,Medium,Dry,1770.6,79.4,299.6,58.1,20.67,93.3,4.2,0.03,0.543,0.787,0.69,11.86,2.88,2.18,43.5,1.49,5.85,32.0,2.3,1276.4,51,0,81.7,Normal,0,Normal
2026-01-01 06:22:00,Excavator,CAT_004,OP_009,Excavation,Soft,Dry,1731.5,77.2,270.6,63.9,21.32,43.9,1.86,0.79,0.695,0.702,0.967,5.5,3.44,1.97,79.1,1.66,6.11,37.7,14.8,3475.7,58,2,131.0,Normal,0,Normal
2026-01-01 06:23:00,Excavator,CAT_019,OP_005,Excavation,Hard,Dry,1693.5,92.2,215.7,57.2,21.25,87.1,0.92,0.7,0.698,0.465,0.726,9.49,3.88,2.33,51.9,1.1,4.11,29.5,2.2,1797.1,44,0,100.4,Normal,0,Normal
2026-01-01 06:24:00,Excavator,CAT_016,OP_013,Excavation,Soft,Damp,2207.5,81.3,303.6,69.4,23.75,50.2,3.76,9.25,0.968,0.586,0.668,14.79,2.52,1.79,88.2,1.05,5.15,27.5,0.8,7843.7,54,0,123.5,Normal,0,Normal
2026-01-01 06:25:00,Excavator,CAT_013,OP_027,Digging,Hard,Dry,1711.4,84.3,227.3,69.4,20.16,53.3,3.78,1.06,0.905,0.847,0.897,6.02,3.17,3.7,86.6,1.44,4.14,36.1,2.8,4298.5,47,0,72.6,Normal,0,Normal
2026-01-01 06:26:00,Excavator,CAT_009,OP_024,Loading,Medium,Damp,1801.0,79.0,259.5,56.4,19.08,32.1,2.67,3.8,0.735,0.663,0.692,9.25,2.63,2.61,54.1,0.79,0.14,23.1,3.6,7315.1,39,1,22.6,Normal,0,Normal
2026-01-01 06:27:00,Excavator,CAT_017,OP_006,Loading,Soft,Dry,2031.3,79.0,272.1,65.8,21.82,37.1,1.74,16.14,0.728,0.519,0.547,5.69,2.86,2.38,72.6,5.39,5.98,33.9,11.0,2080.8,45,1,152.6,Abnormal_Vibration,1,Critical
2026-01-01 06:28:00,Excavator,CAT_011,OP_017,Excavation,Soft,Loose,1564.4,87.9,253.1,63.9,19.75,89.3,2.82,0.62,0.598,0.92,1.034,8.37,3.25,3.99,82.7,1.46,5.47,29.0,2.6,6496.2,12,0,138.6,Normal,0,Normal
2026-01-01 06:29:00,Excavator,CAT_009,OP_003,Digging,Medium,Damp,1776.0,78.6,256.5,64.3,21.49,79.6,3.73,0.72,0.755,0.859,0.628,6.76,3.67,3.44,75.6,1.19,2.3,31.9,5.7,3403.1,41,1,132.2,Normal,0,Normal
2026-01-01 06:30:00,Excavator,CAT_010,OP_002,Excavation,Medium,Dry,1917.4,82.2,282.6,69.4,19.87,71.8,0.95,1.29,0.47,0.941,0.749,8.41,2.52,2.25,73.3,1.31,4.64,33.6,12.5,2824.4,17,0,91.5,Normal,0,Normal
2026-01-01 06:31:00,Excavator,CAT_005,OP_019,Excavation,Hard,Dry,2059.9,88.2,283.5,68.2,23.75,33.6,2.66,6.94,0.587,0.603,0.942,6.78,3.31,2.27,51.1,1.11,3.85,34.6,12.6,9673.1,34,0,112.2,Normal,0,Normal
2026-01-01 06:32:00,Excavator,CAT_002,OP_010,Loading,Soft,Damp,1800.8,77.5,258.7,72.8,19.99,50.4,1.53,1.34,0.885,0.531,0.607,8.53,3.83,1.55,63.6,1.23,4.24,30.0,3.0,4778.3,59,0,81.6,Normal,0,Normal
2026-01-01 06:33:00,Excavator,CAT_012,OP_022,Loading,Hard,Damp,1606.4,78.3,293.7,58.5,17.0,94.7,2.25,0.54,0.869,0.594,0.926,3.39,2.89,3.07,50.6,1.3,3.27,26.0,12.1,5998.7,58,0,60.1,Normal,0,Normal
2026-01-01 06:34:00,Excavator,CAT_018,OP_005,Digging,Soft,Dry,1773.1,78.4,225.5,59.9,19.3,98.7,2.94,0.64,0.691,0.788,0.437,6.85,3.9,1.34,43.9,5.48,6.96,33.4,3.7,6715.2,42,0,105.5,Abnormal_Vibration,1,High
2026-01-01 06:35:00,Excavator,CAT_002,OP_004,Excavation,Soft,Damp,1827.9,82.1,297.0,68.7,24.94,33.7,1.2,13.32,1.046,0.859,0.795,7.45,3.95,2.81,81.3,0.65,0.0,31.9,7.9,781.4,57,1,92.3,Normal,0,Normal
2026-01-01 06:36:00,Excavator,CAT_018,OP_022,Trenching,Medium,Dry,1713.4,83.2,304.8,65.9,20.6,56.9,5.21,6.14,0.77,0.76,0.916,7.92,3.6,3.09,89.1,1.12,11.07,27.4,7.8,1446.9,10,0,51.7,Normal,0,Normal
2026-01-01 06:37:00,Excavator,CAT_017,OP_007,Digging,Medium,Damp,1949.9,88.3,309.2,58.7,22.81,32.8,3.79,0.45,0.787,0.762,0.569,7.64,3.3,2.85,49.6,1.84,2.85,15.0,7.2,3254.8,49,0,110.8,Normal,0,Normal
2026-01-01 06:38:00,Excavator,CAT_006,OP_002,Excavation,Hard,Dry,1887.5,84.5,326.0,59.3,22.86,91.2,3.63,0.1,0.386,0.389,0.494,4.9,2.18,3.47,47.4,1.26,5.51,25.5,12.4,6142.8,11,1,62.9,Normal,0,Normal
2026-01-01 06:39:00,Excavator,CAT_013,OP_024,Excavation,Soft,Dry,1930.5,74.6,231.2,62.6,19.75,91.1,2.69,12.26,0.881,0.53,1.016,12.98,3.42,2.52,68.0,1.41,9.83,23.8,8.2,1135.1,46,1,116.2,Normal,0,Normal
2026-01-01 06:40:00,Excavator,CAT_004,OP_022,Excavation,Hard,Dry,2081.1,75.9,329.7,57.7,22.31,57.0,3.64,9.8,0.611,0.866,0.929,9.19,1.35,3.53,59.4,0.81,7.13,29.8,10.7,4285.4,36,0,60.3,Normal,0,Normal
2026-01-01 06:41:00,Excavator,CAT_016,OP_028,Digging,Soft,Wet,1863.0,80.3,344.8,62.3,22.52,27.2,5.93,0.55,0.591,1.027,0.811,6.81,3.56,1.36,99.2,1.08,0.57,30.0,9.9,1176.8,11,1,93.7,Bucket_Overloading,1,Medium
2026-01-01 06:42:00,Excavator,CAT_015,OP_018,Trenching,Soft,Dry,1614.0,84.8,303.0,50.4,18.59,43.0,3.36,5.01,0.737,0.865,0.641,8.77,2.54,2.46,73.6,1.31,6.23,38.2,5.6,1664.2,23,1,157.8,Normal,0,Normal
2026-01-01 06:43:00,Excavator,CAT_008,OP_015,Excavation,Soft,Dry,1646.8,87.8,277.2,70.4,20.15,43.2,1.86,0.93,0.511,0.404,1.014,11.96,2.4,2.62,78.7,1.5,0.96,23.7,2.1,2797.0,4,0,109.0,Normal,0,Normal
2026-01-01 06:44:00,Excavator,CAT_002,OP_021,Digging,Medium,Loose,1709.4,80.2,270.1,63.9,17.85,77.0,2.03,3.18,0.711,0.75,0.525,11.42,2.64,3.66,91.4,1.58,0.36,27.7,8.4,8177.7,50,0,114.0,Normal,0,Normal
2026-01-01 06:45:00,Excavator,CAT_020,OP_024,Trenching,Medium,Damp,1584.4,79.1,332.4,66.1,16.4,27.2,5.13,2.09,0.529,0.807,0.959,7.54,2.17,1.72,69.1,1.59,0.0,34.6,11.0,2332.3,39,0,95.6,Normal,0,Normal
2026-01-01 06:46:00,Excavator,CAT_009,OP_019,Digging,Soft,Dry,1683.0,82.7,306.2,54.7,21.39,95.5,2.44,14.43,0.257,0.726,0.316,8.95,2.38,2.68,71.2,1.6,4.18,29.9,1.9,9817.2,14,0,147.4,Normal,0,Normal
2026-01-01 06:47:00,Excavator,CAT_018,OP_010,Trenching,Hard,Wet,1987.7,82.6,228.9,50.1,19.65,83.2,3.87,0.92,0.639,0.775,0.616,11.4,4.58,3.08,68.6,1.17,0.1,23.7,12.3,5604.0,19,1,120.9,Normal,0,Normal
2026-01-01 06:48:00,Excavator,CAT_014,OP_027,Excavation,Hard,Damp,1783.3,86.3,321.1,62.8,23.99,79.2,6.56,4.95,0.724,0.678,0.375,6.3,2.04,1.73,86.1,1.88,4.64,33.1,7.0,3751.9,51,1,77.9,Normal,0,Normal
2026-01-01 06:49:00,Excavator,CAT_016,OP_022,Excavation,Medium,Dry,1578.4,72.1,274.2,53.0,18.42,34.1,0.0,0.68,0.37,0.855,0.712,6.8,2.91,2.14,64.8,1.7,2.59,26.2,13.3,8738.9,12,1,74.9,Normal,0,Normal
2026-01-01 06:50:00,Excavator,CAT_016,OP_027,Excavation,Hard,Dry,1917.0,80.5,292.4,63.3,19.94,74.8,5.14,0.18,0.483,0.829,0.494,8.31,2.84,3.17,85.4,1.27,0.0,29.1,14.7,1190.4,42,0,100.4,Normal,0,Normal
2026-01-01 06:51:00,Excavator,CAT_004,OP_017,Loading,Soft,Dry,1601.3,74.1,235.7,57.1,20.33,98.3,2.83,12.64,0.985,0.613,0.305,6.4,4.0,3.22,76.3,1.41,4.53,30.2,13.7,4441.9,31,0,94.9,Normal,0,Normal
2026-01-01 06:52:00,Excavator,CAT_008,OP_014,Trenching,Medium,Dry,1773.9,80.5,253.2,70.1,21.13,75.7,4.62,0.95,0.569,0.335,0.817,5.97,2.14,2.36,72.5,1.29,5.42,34.4,3.7,7789.3,38,0,99.7,Normal,0,Normal
2026-01-01 06:53:00,Excavator,CAT_010,OP_026,Trenching,Medium,Dry,1956.3,81.1,331.3,82.1,21.64,42.9,4.3,6.25,1.443,0.783,0.45,5.69,4.51,2.64,91.4,0.72,6.6,31.6,11.8,2888.0,12,1,105.0,Hydraulic_Stress,1,Critical
2026-01-01 06:54:00,Excavator,CAT_010,OP_019,Excavation,Hard,Dry,1954.2,87.5,346.4,47.0,22.17,90.9,4.05,4.11,0.888,0.588,0.527,10.24,2.21,3.09,57.6,1.02,5.85,30.9,3.3,1814.9,32,0,130.1,Normal,0,Normal
2026-01-01 06:55:00,Excavator,CAT_001,OP_024,Excavation,Soft,Dry,1462.6,84.9,307.3,74.3,19.74,40.8,0.38,5.3,0.869,0.875,0.56,3.69,3.72,2.87,52.2,0.75,0.62,27.6,10.7,7699.7,6,0,59.2,Normal,0,Normal
2026-01-01 06:56:00,Excavator,CAT_011,OP_027,Loading,Hard,Dry,1774.3,86.1,267.0,63.0,23.06,45.1,2.9,0.49,0.737,0.801,0.566,8.05,2.97,2.02,57.1,1.11,6.16,30.4,3.2,3295.3,49,1,126.7,Normal,0,Normal
2026-01-01 06:57:00,Excavator,CAT_004,OP_009,Loading,Hard,Damp,2035.6,83.9,259.6,62.3,22.98,86.4,2.75,4.82,0.752,0.688,0.665,8.57,3.79,3.04,62.2,1.08,1.22,28.3,4.9,7467.4,5,0,134.5,Normal,0,Normal
2026-01-01 06:58:00,Excavator,CAT_015,OP_006,Excavation,Medium,Damp,2058.2,109.6,308.3,90.7,19.73,63.1,2.12,2.32,0.83,0.696,0.812,9.03,2.6,2.54,72.2,1.4,6.97,33.1,10.6,7433.5,6,1,56.8,Engine_Overheating,1,Low
2026-01-01 06:59:00,Excavator,CAT_014,OP_005,Excavation,Soft,Dry,1597.0,85.9,274.0,67.3,18.92,63.4,2.94,12.34,0.347,0.854,0.617,9.17,3.19,2.45,61.0,1.23,6.18,26.3,4.4,5773.1,1,0,89.2,Normal,0,Normal
2026-01-01 07:00:00,Excavator,CAT_019,OP_018,Excavation,Medium,Dry,2038.3,84.8,321.7,56.8,23.6,91.6,3.71,2.12,0.504,0.624,0.601,9.2,3.48,3.99,46.8,1.29,0.22,35.8,14.7,1442.0,53,1,133.4,Normal,0,Normal
2026-01-01 07:01:00,Excavator,CAT_015,OP_025,Excavation,Hard,Dry,1858.2,90.4,259.2,61.0,22.92,75.1,2.34,6.15,0.834,0.514,0.585,5.92,2.73,3.16,57.7,1.27,6.58,23.4,6.5,3175.6,25,0,75.5,Normal,0,Normal
2026-01-01 07:02:00,Excavator,CAT_008,OP_030,Digging,Soft,Dry,1980.6,83.8,284.8,49.8,21.07,85.0,1.47,10.04,0.924,0.639,0.463,10.15,3.16,2.88,79.3,1.11,1.07,38.4,9.1,3332.4,21,0,116.0,Normal,0,Normal
2026-01-01 07:03:00,Excavator,CAT_020,OP_001,Loading,Medium,Dry,1817.8,79.3,273.2,77.8,19.28,51.9,3.42,0.02,0.424,0.737,0.907,7.88,3.23,3.33,70.8,1.16,0.0,26.8,5.8,9669.1,35,0,91.4,Normal,0,Normal
2026-01-01 07:04:00,Excavator,CAT_009,OP_001,Digging,Soft,Dry,1878.7,92.0,254.1,55.7,21.01,63.6,1.52,6.8,0.478,0.631,0.441,6.95,2.46,3.66,89.8,1.41,13.6,23.5,11.8,9276.2,52,0,80.3,Normal,0,Normal
2026-01-01 07:05:00,Excavator,CAT_007,OP_021,Excavation,Hard,Dry,1686.3,83.8,261.1,58.7,17.65,42.0,3.67,13.79,0.93,0.423,0.329,5.5,3.41,1.93,67.0,1.62,4.98,28.2,3.5,9212.0,26,0,104.5,Normal,0,Normal
2026-01-01 07:06:00,Excavator,CAT_019,OP_009,Trenching,Soft,Loose,2063.1,74.2,259.4,64.2,20.2,44.3,4.32,3.37,1.065,0.843,0.563,4.44,2.68,1.72,78.0,1.35,6.83,28.3,9.1,8254.7,35,0,116.8,Normal,0,Normal
2026-01-01 07:07:00,Excavator,CAT_008,OP_015,Trenching,Medium,Wet,1931.9,83.5,230.4,54.1,20.24,70.4,5.0,0.53,0.731,0.824,0.641,7.13,3.22,1.79,60.8,1.03,1.41,30.6,6.4,5493.7,31,0,35.7,Normal,0,Normal
2026-01-01 07:08:00,Excavator,CAT_002,OP_003,Loading,Medium,Loose,1777.5,77.2,296.2,51.5,18.0,66.2,4.06,2.61,0.658,0.661,0.464,6.29,1.5,1.54,53.9,1.3,7.52,24.1,0.7,3867.6,29,0,82.4,Normal,0,Normal
2026-01-01 07:09:00,Excavator,CAT_010,OP_003,Excavation,Hard,Dry,1517.1,94.2,218.4,58.9,18.04,60.1,0.75,2.04,0.843,0.722,0.668,11.69,2.82,3.49,66.2,0.89,0.0,27.2,14.2,7138.4,57,0,121.5,Normal,0,Normal
2026-01-01 07:10:00,Excavator,CAT_016,OP_016,Digging,Soft,Dry,1623.1,81.5,283.2,53.8,17.72,63.6,2.56,1.14,0.555,0.656,1.092,6.53,2.57,3.18,61.1,1.4,3.66,31.3,11.0,9657.5,1,0,127.9,Normal,0,Normal
2026-01-01 07:11:00,Excavator,CAT_004,OP_021,Trenching,Medium,Damp,2016.5,87.4,303.9,68.4,21.57,85.9,2.14,5.62,0.43,0.738,0.383,6.4,2.85,1.91,73.5,1.58,3.61,27.5,11.0,7368.3,32,0,108.0,Normal,0,Normal
2026-01-01 07:12:00,Excavator,CAT_010,OP_027,Excavation,Medium,Dry,1591.3,72.2,269.9,56.6,18.48,27.0,5.09,1.15,0.65,0.746,0.358,6.77,2.49,3.03,72.3,1.63,8.82,35.2,14.8,6541.2,3,0,112.2,Normal,0,Normal
2026-01-01 07:13:00,Excavator,CAT_003,OP_015,Loading,Hard,Dry,1782.6,77.6,285.4,71.9,21.12,80.1,5.16,0.58,0.634,0.704,0.763,6.43,3.42,3.01,64.9,0.47,7.5,32.3,1.7,4955.7,11,0,75.4,Normal,0,Normal
2026-01-01 07:14:00,Excavator,CAT_014,OP_020,Excavation,Hard,Damp,1587.9,84.3,286.3,57.9,20.67,35.9,1.73,6.4,0.623,0.656,0.951,6.34,3.44,2.15,58.9,1.37,8.55,25.8,5.5,3950.0,56,0,100.8,Normal,0,Normal
2026-01-01 07:15:00,Excavator,CAT_010,OP_026,Trenching,Medium,Loose,1781.8,82.7,330.5,72.3,22.18,28.9,2.13,0.9,0.74,0.574,0.785,8.85,3.73,2.71,109.5,0.73,5.49,33.2,0.5,4079.6,23,1,96.4,Bucket_Overloading,1,Medium
2026-01-01 07:16:00,Excavator,CAT_007,OP_013,Excavation,Soft,Wet,1812.4,76.9,239.4,63.9,19.04,40.1,3.97,0.31,0.685,0.708,0.755,3.99,3.55,0.75,64.5,1.34,2.03,29.6,5.6,8670.3,11,0,72.3,Normal,0,Normal
2026-01-01 07:17:00,Excavator,CAT_005,OP_007,Excavation,Hard,Dry,1522.5,78.3,354.6,60.3,18.43,64.7,3.43,0.47,0.843,0.508,0.503,8.98,3.19,2.39,57.5,1.12,4.27,34.1,12.4,8401.3,52,2,80.1,Normal,0,Normal
2026-01-01 07:18:00,Excavator,CAT_012,OP_025,Excavation,Hard,Dry,1987.2,73.2,178.1,64.4,20.93,68.6,1.76,5.08,0.696,0.784,0.725,8.49,2.46,2.15,89.1,1.02,6.6,25.7,9.7,5592.5,17,0,122.6,Normal,0,Normal
2026-01-01 07:19:00,Excavator,CAT_014,OP_001,Excavation,Medium,Dry,1610.6,76.6,270.4,61.8,18.35,36.4,4.24,0.15,0.81,0.579,0.798,6.39,2.8,2.68,82.2,0.74,3.58,33.1,3.8,4016.5,11,1,75.0,Normal,0,Normal
2026-01-01 07:20:00,Excavator,CAT_019,OP_009,Excavation,Medium,Damp,1530.1,86.2,305.9,61.8,19.26,82.1,1.82,7.68,0.896,0.932,0.653,1.0,3.94,3.47,71.3,1.55,3.06,26.2,12.4,524.3,20,0,122.8,Normal,0,Normal
2026-01-01 07:21:00,Excavator,CAT_009,OP_004,Trenching,Hard,Dry,1810.6,71.1,317.6,54.3,17.18,48.3,4.19,2.12,0.679,0.95,0.647,10.35,2.76,2.16,82.5,1.32,4.15,29.7,14.3,1272.1,32,0,47.5,Normal,0,Normal
2026-01-01 07:22:00,Excavator,CAT_004,OP_020,Trenching,Rocky,Dry,1649.6,86.3,198.1,66.4,19.17,90.7,3.67,3.69,1.023,0.371,0.714,9.36,3.23,1.88,59.3,1.27,6.58,30.8,4.9,3828.8,16,0,154.6,Normal,0,Normal
2026-01-01 07:23:00,Excavator,CAT_017,OP_009,Loading,Medium,Wet,1764.7,88.3,241.2,62.1,19.54,31.9,3.55,2.83,0.656,0.706,0.595,5.6,3.43,0.7,70.8,0.58,0.21,26.3,7.2,9231.0,47,0,85.3,Normal,0,Normal
2026-01-01 07:24:00,Excavator,CAT_013,OP_011,Trenching,Medium,Damp,1999.1,72.0,274.6,57.4,19.38,40.3,3.91,3.0,0.716,0.708,0.827,6.14,2.39,2.81,69.3,0.99,4.47,28.1,12.1,3844.3,6,1,37.5,Normal,0,Normal
2026-01-01 07:25:00,Excavator,CAT_015,OP_020,Loading,Medium,Damp,1661.5,78.7,250.7,55.1,17.28,33.1,3.71,0.74,0.255,0.992,0.654,9.93,3.37,1.72,56.5,1.24,7.27,28.0,5.5,2611.5,58,0,71.3,Normal,0,Normal
2026-01-01 07:26:00,Excavator,CAT_002,OP_009,Digging,Soft,Dry,2098.4,87.8,266.8,54.4,26.6,89.8,3.57,2.22,0.575,0.479,0.561,5.7,0.42,2.05,53.7,1.01,4.49,29.6,2.1,8616.9,5,0,229.3,Low_Excavation_Productivity,1,Medium
2026-01-01 07:27:00,Excavator,CAT_007,OP_011,Excavation,Medium,Dry,1910.2,68.0,306.8,61.9,17.99,88.6,3.7,6.51,0.694,0.726,0.438,3.78,3.67,1.78,101.7,0.78,3.54,26.1,7.0,4428.2,45,2,97.5,Normal,0,Normal
2026-01-01 07:28:00,Excavator,CAT_016,OP_015,Loading,Hard,Damp,1499.6,80.8,230.6,62.4,17.24,64.3,2.54,5.49,1.606,1.596,1.256,3.41,3.61,1.83,93.1,1.68,3.19,33.3,9.3,7113.4,50,1,123.1,Aggressive_Boom_Movement,1,High
2026-01-01 07:29:00,Excavator,CAT_017,OP_004,Trenching,Medium,Loose,2020.2,88.2,259.5,65.3,19.25,62.8,0.42,0.18,0.838,0.425,0.561,7.43,2.74,3.28,61.7,1.34,1.81,39.1,5.1,9469.3,44,1,110.0,Normal,0,Normal
2026-01-01 07:30:00,Excavator,CAT_009,OP_029,Excavation,Hard,Dry,1825.8,81.6,228.2,50.7,20.24,27.5,3.53,1.56,0.45,0.618,0.662,11.24,4.43,2.49,74.4,1.13,0.0,34.1,12.8,6851.6,54,0,77.1,Normal,0,Normal
2026-01-01 07:31:00,Excavator,CAT_017,OP_030,Excavation,Rocky,Dry,1734.6,75.3,325.0,68.1,18.45,93.7,4.5,8.98,0.744,0.887,0.4,4.18,2.85,2.09,67.1,1.28,6.31,29.7,5.4,4355.9,53,0,61.0,Normal,0,Normal
2026-01-01 07:32:00,Excavator,CAT_017,OP_022,Loading,Medium,Dry,1512.9,82.1,330.9,70.3,26.53,42.3,2.87,1.36,0.596,0.67,0.707,7.6,2.78,1.47,96.1,0.99,0.0,32.7,7.4,9389.7,46,1,103.0,Bucket_Overloading,1,High
2026-01-01 07:33:00,Excavator,CAT_008,OP_004,Excavation,Hard,Dry,1441.4,81.5,312.9,75.5,20.17,99.8,2.44,1.49,0.51,0.734,0.787,8.88,1.81,2.56,62.2,1.26,3.26,34.0,8.3,705.4,36,0,78.6,Normal,0,Normal
