timestamp,machine_type,machine_id,operator_id,task_type,material_type,ground_condition,engine_rpm,engine_temperature_c,transmission_temperature_c,hydraulic_pressure_bar,hydraulic_oil_temperature_c,fuel_rate_lph,fuel_level_pct,vehicle_speed_kmh,idle_duration_min,bucket_load_pct,bucket_fill_ratio_pct,lift_height_m,forward_speed_kmh,reverse_speed_kmh,acceleration_mps2,braking_intensity,loading_cycles_per_hour,cycle_time_sec,tire_slip_pct,vibration_level,slope_deg,ambient_temperature_c,operator_experience_years,machine_hours,maintenance_due_days,previous_anomaly_count_1hr,anomaly_type,is_anomaly,severity
2026-01-01 06:10:00,Loader,CAT_016,OP_028,Loading,Soil,Damp,1558.1,81.3,79.8,315.7,57.9,20.89,79.0,10.25,0.21,106.7,68.5,1.88,6.57,4.13,0.98,0.62,26.5,39.9,7.0,0.97,2.98,31.8,1.7,6942.1,10,0,Normal,0,Normal
2026-01-01 06:11:00,Loader,CAT_007,OP_020,Material_Handling,Sand,Wet,1554.3,82.1,83.2,224.9,64.2,17.52,45.2,9.56,2.17,85.6,92.7,2.77,8.82,9.19,1.35,1.01,31.1,51.6,4.86,1.84,1.92,28.1,12.9,581.4,52,0,Normal,0,Normal
2026-01-01 06:12:00,Loader,CAT_008,OP_027,Loading,Soil,Damp,1831.1,87.9,75.0,218.2,58.3,18.43,90.2,12.61,2.26,68.5,73.0,2.07,8.26,7.14,1.44,1.29,33.8,48.3,6.53,1.34,3.54,19.9,2.8,1689.1,42,0,Normal,0,Normal
2026-01-01 06:13:00,Loader,CAT_020,OP_009,Loading,Gravel,Damp,748.8,87.8,83.8,293.7,65.5,18.81,92.2,0.04,30.47,90.0,77.4,2.69,16.47,1.85,1.26,1.53,3.4,29.8,4.94,1.77,5.46,34.3,0.8,3352.2,37,0,Excessive_Idling,1,Medium
2026-01-01 06:14:00,Loader,CAT_017,OP_012,Material_Handling,Rock,Dry,1809.2,87.7,70.6,254.9,70.1,19.29,92.9,11.34,2.27,56.6,79.2,0.71,7.88,2.57,1.33,0.86,24.0,34.3,5.9,1.48,2.46,35.5,4.2,9885.3,42,0,Normal,0,Normal
2026-01-01 06:15:00,Loader,CAT_003,OP_028,Hauling,Sand,Dry,2038.5,80.6,68.1,284.5,48.7,18.47,76.9,7.13,16.66,74.6,81.6,2.98,12.72,5.14,0.55,0.66,36.9,36.9,2.39,1.0,0.74,29.6,10.5,5550.2,45,0,Normal,0,Normal
2026-01-01 06:16:00,Loader,CAT_018,OP_013,Loading,Gravel,Loose,1554.7,84.6,98.2,207.1,61.2,18.51,46.7,11.26,3.44,73.0,90.3,3.28,8.09,4.46,0.0,0.69,26.8,42.2,6.5,2.13,1.96,27.9,13.9,6951.9,25,1,Normal,0,Normal
2026-01-01 06:17:00,Loader,CAT_007,OP_028,Loading,Sand,Damp,2197.4,81.5,84.3,286.3,65.7,22.4,37.3,8.58,1.66,65.3,73.5,1.87,8.66,3.16,2.18,0.5,24.2,34.4,5.0,1.27,1.8,32.3,1.4,5330.6,57,0,Normal,0,Normal
2026-01-01 06:18:00,Loader,CAT_013,OP_015,Loading,Sand,Damp,1711.2,86.0,69.5,240.1,71.3,14.01,26.1,10.31,1.27,54.2,83.3,2.08,4.71,6.0,1.89,0.51,24.4,40.2,0.32,1.12,0.0,38.1,6.5,621.0,20,0,Normal,0,Normal
2026-01-01 06:19:00,Loader,CAT_012,OP_007,Loading,Coal,Damp,1851.8,85.5,73.2,294.1,62.3,16.33,96.6,9.71,3.54,85.4,79.3,2.24,9.54,4.42,1.25,0.11,30.7,24.6,8.91,1.11,5.87,23.2,14.5,6787.6,50,0,Normal,0,Normal
2026-01-01 06:20:00,Loader,CAT_002,OP_007,Stockpiling,Rock,Loose,1650.1,75.8,79.7,281.9,55.6,24.21,84.1,8.97,8.47,76.0,56.1,2.67,6.72,3.86,0.35,1.06,21.0,44.3,5.3,1.37,4.13,32.7,1.7,3151.1,40,0,Normal,0,Normal
2026-01-01 06:21:00,Loader,CAT_014,OP_022,Loading,Soil,Dry,1613.4,79.9,77.4,286.2,46.8,13.24,56.6,11.92,1.63,84.8,68.5,2.03,8.36,5.56,0.57,0.57,31.3,33.3,5.1,1.51,5.89,29.9,2.6,7073.4,14,0,Normal,0,Normal
2026-01-01 06:22:00,Loader,CAT_016,OP_004,Loading,Sand,Damp,1665.8,73.9,75.3,236.9,56.5,17.86,42.7,9.36,5.19,59.9,72.4,1.62,5.0,5.67,1.33,0.88,35.8,56.4,5.53,1.73,5.43,31.6,10.2,9728.1,52,0,Normal,0,Normal
2026-01-01 06:23:00,Loader,CAT_018,OP_015,Loading,Gravel,Dry,1865.9,87.2,84.7,238.4,61.1,20.69,85.7,1.94,0.21,75.4,65.3,1.57,7.69,2.88,1.46,1.66,33.6,42.8,6.79,1.13,0.74,33.4,4.7,9118.0,30,0,Normal,0,Normal
2026-01-01 06:24:00,Loader,CAT_010,OP_007,Material_Handling,Sand,Wet,1875.6,85.5,89.2,191.2,58.7,16.96,77.1,10.45,2.65,55.8,70.9,1.38,7.92,5.68,1.6,0.99,31.0,40.6,2.63,1.22,5.15,24.2,5.4,524.8,20,0,Normal,0,Normal
2026-01-01 06:25:00,Loader,CAT_006,OP_002,Loading,Rock,Dry,1568.8,83.4,78.7,284.3,65.6,17.5,86.9,8.02,7.71,53.4,52.4,2.17,3.94,5.42,0.59,0.48,22.9,46.6,4.53,1.26,0.0,30.2,6.4,849.4,44,0,Normal,0,Normal
2026-01-01 06:26:00,Loader,CAT_007,OP_013,Material_Handling,Sand,Wet,1533.2,90.7,75.4,230.6,56.6,15.22,83.1,5.26,3.5,100.3,71.0,3.01,4.67,4.73,1.1,1.07,19.0,31.9,30.51,1.29,3.73,31.9,14.2,7571.9,43,0,Excessive_Tire_Slip,1,Medium
2026-01-01 06:27:00,Loader,CAT_010,OP_030,Material_Handling,Sand,Dry,1617.7,77.3,81.0,243.8,73.6,17.67,25.3,8.55,0.88,93.6,79.6,3.65,9.47,4.05,1.07,0.62,25.4,55.5,2.11,1.03,3.83,30.8,10.2,4901.2,11,0,Normal,0,Normal
2026-01-01 06:28:00,Loader,CAT_007,OP_007,Loading,Gravel,Dry,2028.1,82.8,117.8,230.5,59.0,18.53,50.6,8.03,2.02,65.8,77.3,2.61,10.1,4.53,1.17,1.09,27.6,33.8,5.62,0.8,2.43,30.7,12.2,9207.9,41,0,Transmission_Overheating,1,High
2026-01-01 06:29:00,Loader,CAT_011,OP_009,Loading,Gravel,Damp,1620.4,79.2,88.3,258.8,56.5,17.09,35.2,15.31,0.01,88.2,78.0,2.77,8.3,6.35,1.14,0.83,26.0,41.6,2.6,1.16,3.17,28.5,13.4,6109.8,53,0,Normal,0,Normal
2026-01-01 06:30:00,Loader,CAT_011,OP_003,Loading,Rock,Damp,1926.4,77.5,75.0,268.5,64.3,23.88,77.1,8.87,1.77,99.5,83.8,3.01,12.41,9.45,0.93,0.47,23.5,46.0,5.72,1.35,0.9,34.7,4.9,6623.5,45,0,Normal,0,Normal
2026-01-01 06:31:00,Loader,CAT_015,OP_019,Hauling,Rock,Dry,1836.8,82.5,76.8,308.8,68.2,19.09,34.1,6.06,0.77,103.6,76.6,1.61,4.67,0.46,0.57,0.96,25.3,38.7,34.64,1.42,6.07,36.9,11.9,3351.6,24,1,Excessive_Tire_Slip,1,Low
2026-01-01 06:32:00,Loader,CAT_015,OP_026,Stockpiling,Soil,Dry,1431.2,83.0,85.6,273.0,64.0,17.23,41.0,6.61,7.6,53.4,88.8,2.58,6.03,7.21,1.84,0.97,22.0,28.7,4.07,0.91,9.07,30.2,1.6,8151.5,51,0,Normal,0,Normal
2026-01-01 06:33:00,Loader,CAT_007,OP_006,Loading,Coal,Wet,668.8,91.0,88.8,216.0,57.8,19.84,83.1,0.12,35.67,69.8,86.2,2.68,4.51,7.03,1.49,1.07,4.6,50.7,2.01,1.06,0.9,28.9,11.3,8304.2,16,0,Excessive_Idling,1,Medium
2026-01-01 06:34:00,Loader,CAT_011,OP_020,Hauling,Gravel,Dry,1737.1,79.2,70.5,243.0,48.2,17.49,89.8,7.48,4.26,69.7,99.4,3.16,2.38,7.18,0.29,0.96,31.1,28.3,1.53,1.13,3.09,39.0,3.5,8853.1,39,0,Normal,0,Normal
2026-01-01 06:35:00,Loader,CAT_005,OP_025,Loading,Sand,Dry,1667.1,74.0,77.4,248.4,49.0,19.33,99.0,10.98,3.88,71.2,77.0,3.65,5.38,5.73,0.66,1.44,26.6,18.7,6.33,1.21,5.15,23.1,4.6,9810.1,29,0,Normal,0,Normal
2026-01-01 06:36:00,Loader,CAT_020,OP_018,Hauling,Gravel,Dry,1882.7,80.6,89.1,176.5,69.4,18.32,25.4,11.76,2.82,69.1,75.9,2.91,3.57,8.13,1.35,1.12,28.0,36.3,8.09,0.58,5.87,35.3,6.2,9291.0,43,1,Normal,0,Normal
2026-01-01 06:37:00,Loader,CAT_007,OP_009,Stockpiling,Sand,Dry,2009.5,86.7,114.6,250.4,59.1,16.66,89.7,5.43,1.27,69.6,90.2,3.15,7.85,5.12,1.45,0.84,28.4,27.1,3.92,0.8,6.64,31.9,7.9,3283.0,21,1,Transmission_Overheating,1,Medium
2026-01-01 06:38:00,Loader,CAT_009,OP_008,Material_Handling,Soil,Dry,2006.1,85.9,73.7,218.9,58.9,20.05,83.4,9.37,1.25,63.1,79.8,4.38,8.5,4.07,0.48,0.85,38.0,46.5,3.64,1.76,2.43,31.6,11.5,915.4,53,1,Normal,0,Normal
2026-01-01 06:39:00,Loader,CAT_008,OP_025,Loading,Soil,Dry,1651.3,77.9,82.5,290.5,66.3,18.07,89.5,7.57,1.48,78.4,59.6,1.63,8.37,4.33,0.41,1.71,30.8,20.9,6.9,1.5,5.52,32.8,13.2,3529.9,42,1,Normal,0,Normal
2026-01-01 06:40:00,Loader,CAT_012,OP_026,Material_Handling,Sand,Loose,1991.2,84.5,74.5,200.7,80.0,19.76,40.3,8.22,2.41,76.4,98.3,3.28,11.21,7.76,1.9,0.77,29.1,56.3,3.38,1.66,0.25,21.5,9.7,1242.0,33,0,Normal,0,Normal
2026-01-01 06:41:00,Loader,CAT_002,OP_017,Hauling,Coal,Wet,1892.8,83.1,80.3,331.7,66.5,20.48,51.8,15.24,10.15,97.1,98.0,2.74,6.62,8.03,1.48,1.16,37.3,34.6,5.73,1.29,0.0,29.9,7.2,3079.9,14,0,Bucket_Overloading,1,Low
2026-01-01 06:42:00,Loader,CAT_007,OP_030,Hauling,Soil,Damp,1448.0,77.7,76.3,261.8,56.9,15.95,34.8,11.22,7.49,85.6,68.9,2.21,6.88,10.59,1.45,0.58,34.9,29.6,2.09,1.35,3.69,26.0,9.4,553.8,20,1,Normal,0,Normal
2026-01-01 06:43:00,Loader,CAT_009,OP_024,Loading,Soil,Damp,1882.9,88.2,74.0,317.7,52.4,22.57,60.5,8.96,1.68,75.8,79.1,2.48,13.39,6.53,1.76,1.18,29.6,28.2,5.93,1.37,1.0,36.3,8.4,767.6,42,0,Normal,0,Normal
2026-01-01 06:44:00,Loader,CAT_014,OP_025,Loading,Sand,Damp,1787.9,93.6,89.2,224.6,54.9,21.4,41.4,9.96,4.42,62.4,72.7,2.36,9.75,9.42,1.0,1.05,10.8,48.7,0.24,0.74,1.95,32.3,14.3,6571.3,31,0,Normal,0,Normal
2026-01-01 06:45:00,Loader,CAT_010,OP_013,Loading,Coal,Dry,1469.8,82.4,77.2,206.9,60.5,18.46,32.2,10.42,4.05,52.5,81.3,2.77,7.66,4.92,1.13,1.36,26.5,54.1,4.4,1.22,3.89,22.7,10.1,9263.9,19,0,Normal,0,Normal
2026-01-01 06:46:00,Loader,CAT_008,OP_022,Material_Handling,Gravel,Damp,1663.5,88.6,75.5,279.1,64.9,16.4,67.0,6.99,1.99,77.0,91.5,2.33,2.34,6.8,0.92,0.67,27.5,43.1,4.11,2.08,6.06,28.0,5.8,5656.0,11,0,Normal,0,Normal
2026-01-01 06:47:00,Loader,CAT_002,OP_020,Loading,Soil,Dry,1985.3,76.6,72.4,243.2,73.4,22.12,94.1,5.53,5.37,72.5,70.2,1.76,9.59,7.35,0.85,1.14,14.8,30.1,5.48,1.4,1.2,32.1,14.0,1655.2,16,0,Normal,0,Normal
2026-01-01 06:48:00,Loader,CAT_005,OP_011,Stockpiling,Soil,Dry,1482.6,76.4,78.1,254.7,61.5,20.45,81.0,8.36,4.3,57.3,87.0,1.69,7.63,5.9,1.2,0.83,31.0,22.6,7.42,1.17,0.0,25.0,14.2,1323.8,34,1,Normal,0,Normal
2026-01-01 06:49:00,Loader,CAT_017,OP_021,Loading,Gravel,Dry,1849.5,80.0,82.6,254.8,65.7,21.83,64.9,13.1,0.04,65.3,81.9,2.7,8.18,6.25,0.91,2.35,28.5,46.4,7.11,1.0,0.86,35.0,3.5,1512.0,28,0,Harsh_Braking,1,High
2026-01-01 06:50:00,Loader,CAT_005,OP_026,Loading,Soil,Dry,1834.1,83.6,72.6,267.0,71.6,17.75,35.3,6.09,6.56,65.4,87.1,2.69,3.3,3.86,1.51,1.11,33.6,50.5,3.52,0.62,1.01,35.2,13.6,4419.9,52,0,Normal,0,Normal
2026-01-01 06:51:00,Loader,CAT_002,OP_002,Loading,Soil,Dry,1525.6,80.0,81.1,286.2,59.5,16.73,74.5,14.24,4.25,53.7,72.3,3.28,8.83,8.31,0.97,1.22,19.8,47.9,7.43,1.02,4.81,26.5,10.8,9227.4,7,0,Normal,0,Normal
2026-01-01 06:52:00,Loader,CAT_017,OP_004,Loading,Gravel,Wet,2251.7,91.2,90.4,296.7,57.5,23.14,47.4,7.93,0.45,69.8,85.3,2.98,12.29,5.82,1.66,1.31,33.2,41.8,4.73,1.33,5.14,29.9,1.0,3572.4,26,0,Normal,0,Normal
2026-01-01 06:53:00,Loader,CAT_011,OP_020,Hauling,Soil,Damp,1588.7,87.3,67.2,302.0,58.0,24.08,76.4,8.99,1.96,81.3,90.5,2.57,8.8,3.74,1.23,1.4,12.3,98.9,5.25,1.63,0.0,24.7,1.8,8198.8,9,1,Inefficient_Loading_Cycle,1,Medium
2026-01-01 06:54:00,Loader,CAT_020,OP_009,Loading,Gravel,Wet,1759.6,80.8,81.2,238.4,61.4,18.23,92.1,9.52,12.78,78.4,67.9,3.16,5.49,6.49,1.79,1.07,37.6,38.4,4.18,1.35,4.15,28.5,12.5,8478.4,23,1,Normal,0,Normal
2026-01-01 06:55:00,Loader,CAT_018,OP_019,Material_Handling,Sand,Damp,1823.9,80.5,80.1,243.3,60.5,16.7,40.9,8.58,5.08,71.6,65.4,2.69,12.06,6.23,1.49,0.52,31.8,50.5,3.74,1.37,6.59,39.6,14.7,2261.0,51,0,Normal,0,Normal
2026-01-01 06:56:00,Loader,CAT_015,OP_014,Loading,Coal,Damp,1633.3,85.6,65.8,348.6,41.7,19.27,49.9,7.48,7.98,73.1,72.5,1.17,4.95,2.66,1.18,0.49,16.8,41.2,5.07,1.0,2.26,35.9,1.1,5703.4,10,0,Normal,0,Normal
2026-01-01 06:57:00,Loader,CAT_010,OP_026,Stockpiling,Gravel,Loose,1659.7,76.0,65.8,250.9,54.3,21.01,66.0,8.07,3.79,64.9,93.1,2.67,5.23,8.29,1.1,0.76,31.4,37.9,4.43,1.55,2.59,32.1,10.6,3328.7,6,0,Normal,0,Normal
2026-01-01 06:58:00,Loader,CAT_010,OP_013,Stockpiling,Soil,Wet,1564.0,83.7,72.8,292.2,49.3,21.02,62.5,16.0,8.54,69.9,66.4,3.04,8.2,5.63,1.99,3.61,30.0,38.0,5.41,1.13,4.49,35.6,7.8,9046.4,52,0,Harsh_Braking,1,High
2026-01-01 06:59:00,Loader,CAT_010,OP_003,Stockpiling,Gravel,Damp,1823.6,81.8,63.4,227.4,77.4,21.9,33.7,12.04,1.85,76.2,73.6,1.42,8.57,4.35,1.69,0.58,25.1,41.6,5.38,1.4,7.32,34.7,12.8,9707.5,52,0,Normal,0,Normal
2026-01-01 07:00:00,Loader,CAT_005,OP_030,Loading,Sand,Dry,1422.5,91.3,71.3,250.5,50.7,16.95,71.0,15.02,0.59,78.3,75.3,2.48,13.04,9.33,1.5,0.75,38.5,33.6,6.23,1.15,0.0,24.1,14.2,2995.9,8,0,Normal,0,Normal
2026-01-01 07:01:00,Loader,CAT_005,OP_011,Material_Handling,Gravel,Wet,1496.7,83.2,72.9,251.1,56.1,19.94,72.1,8.65,1.01,88.6,82.8,2.74,8.67,7.41,0.99,1.25,26.5,36.0,3.46,1.62,0.0,23.8,5.9,2353.4,7,0,Normal,0,Normal
2026-01-01 07:02:00,Loader,CAT_018,OP_007,Loading,Soil,Damp,2110.2,83.7,76.3,251.6,68.8,21.44,58.5,19.02,5.5,84.7,96.2,2.2,3.39,5.98,3.83,0.43,34.9,60.5,5.11,1.88,1.76,35.5,13.6,6699.2,41,0,Aggressive_Acceleration,1,High
2026-01-01 07:03:00,Loader,CAT_019,OP_023,Loading,Rock,Loose,1594.5,82.7,80.1,236.2,63.4,18.44,77.6,9.68,6.46,78.2,74.0,2.85,7.79,4.79,1.6,0.55,22.2,38.4,0.04,1.34,5.02,30.5,3.7,946.3,27,1,Normal,0,Normal
2026-01-01 07:04:00,Loader,CAT_010,OP_026,Loading,Soil,Dry,1900.9,81.2,77.4,257.5,56.6,22.31,54.6,10.43,2.4,66.9,81.9,2.16,7.29,7.37,1.48,1.36,17.5,39.8,4.81,1.44,3.65,32.5,4.0,1363.7,48,1,Normal,0,Normal
2026-01-01 07:05:00,Loader,CAT_016,OP_014,Loading,Sand,Damp,1834.6,83.1,71.5,305.2,49.9,20.52,95.6,5.18,8.84,83.7,72.1,1.56,5.03,4.72,1.58,1.09,20.6,26.0,3.04,1.3,0.25,29.2,8.7,3404.4,54,0,Normal,0,Normal
2026-01-01 07:06:00,Loader,CAT_006,OP_019,Loading,Soil,Damp,1573.3,85.8,82.0,270.5,56.4,17.3,73.4,13.79,1.96,71.0,70.4,2.1,6.1,5.55,0.63,0.82,19.8,18.6,8.14,0.77,2.45,38.8,13.8,7029.7,34,0,Normal,0,Normal
2026-01-01 07:07:00,Loader,CAT_014,OP_027,Loading,Rock,Dry,1591.8,86.6,73.5,310.6,59.4,14.65,46.0,7.27,0.84,101.3,107.3,2.54,6.26,8.09,1.19,0.8,26.9,25.3,9.41,1.34,5.03,30.3,10.0,5323.6,41,0,Bucket_Overloading,1,Low
2026-01-01 07:08:00,Loader,CAT_003,OP_007,Hauling,Gravel,Dry,2262.3,77.3,70.5,244.2,69.7,16.59,28.6,19.35,0.76,93.1,66.8,4.37,10.65,8.56,4.2,1.19,25.2,41.3,4.77,1.63,5.23,40.1,2.4,5738.8,15,0,Aggressive_Acceleration,1,High
2026-01-01 07:09:00,Loader,CAT_019,OP_005,Stockpiling,Rock,Wet,2069.3,84.1,102.7,258.7,59.0,16.18,75.5,5.41,7.39,69.2,82.5,2.1,3.82,8.4,0.77,0.62,40.4,31.3,4.48,0.68,6.75,29.5,11.2,5195.8,25,0,Transmission_Overheating,1,Medium
2026-01-01 07:10:00,Loader,CAT_006,OP_018,Loading,Sand,Loose,1676.6,74.1,75.0,239.4,63.6,18.24,76.8,8.82,0.15,82.4,80.9,3.13,0.0,2.91,1.3,0.65,21.3,39.7,4.51,1.24,6.07,34.0,8.0,9043.5,15,0,Normal,0,Normal
2026-01-01 07:11:00,Loader,CAT_014,OP_027,Hauling,Coal,Wet,1894.3,87.0,79.6,271.8,47.5,22.89,50.3,4.33,2.09,79.7,77.9,2.59,9.29,4.34,0.8,0.76,8.5,71.7,4.98,0.93,5.4,36.2,4.1,3703.6,18,0,Inefficient_Loading_Cycle,1,Low
2026-01-01 07:12:00,Loader,CAT_019,OP_017,Loading,Gravel,Dry,1883.3,76.7,71.5,321.9,64.9,20.05,71.7,6.63,15.61,93.6,67.3,1.73,7.04,3.0,1.56,0.43,26.2,46.4,4.8,0.66,3.33,28.1,4.1,707.8,34,1,Normal,0,Normal
2026-01-01 07:13:00,Loader,CAT_003,OP_018,Hauling,Gravel,Dry,1788.6,87.9,82.9,276.5,64.3,15.13,31.4,7.78,0.13,58.3,85.7,2.67,9.84,7.86,1.11,0.09,27.2,35.8,7.05,1.24,3.38,28.1,6.2,6924.9,55,0,Normal,0,Normal
2026-01-01 07:14:00,Loader,CAT_016,OP_011,Loading,Coal,Dry,1757.9,75.4,77.5,212.3,58.1,21.09,29.0,17.21,3.27,108.0,54.0,2.54,12.9,5.83,1.33,1.19,27.8,26.3,6.37,1.38,1.77,32.0,5.9,3776.5,47,0,Normal,0,Normal
2026-01-01 07:15:00,Loader,CAT_017,OP_020,Loading,Gravel,Dry,1744.9,71.8,76.2,229.3,50.9,19.06,53.3,6.63,4.03,94.4,88.8,3.14,1.64,3.94,1.67,0.01,34.6,28.3,0.67,1.37,0.0,31.6,12.2,1306.3,10,2,Normal,0,Normal
2026-01-01 07:16:00,Loader,CAT_002,OP_019,Hauling,Sand,Dry,1613.6,86.8,72.3,327.0,60.2,21.02,79.4,8.42,2.91,105.4,112.7,2.45,9.61,9.35,0.09,0.63,21.0,46.5,5.2,1.38,0.61,39.7,2.7,9433.3,53,0,Bucket_Overloading,1,High
2026-01-01 07:17:00,Loader,CAT_014,OP_016,Hauling,Rock,Dry,1721.0,77.6,84.5,309.5,52.4,18.08,86.8,10.69,6.58,52.3,75.2,1.65,12.61,7.81,1.23,1.05,28.0,32.0,7.34,1.53,3.4,32.7,7.3,3283.2,29,0,Normal,0,Normal
2026-01-01 07:18:00,Loader,CAT_011,OP_030,Loading,Rock,Dry,2011.9,91.3,88.1,295.9,60.7,17.33,66.8,6.17,8.4,58.0,87.7,2.14,5.53,2.84,0.99,0.88,31.3,30.2,2.11,1.28,0.46,29.9,4.8,3631.9,20,1,Normal,0,Normal
2026-01-01 07:19:00,Loader,CAT_004,OP_001,Loading,Gravel,Dry,1898.2,87.7,96.2,319.4,67.2,15.97,25.6,9.32,0.1,71.4,82.5,1.6,10.36,6.11,1.75,0.45,26.7,44.6,2.21,1.37,6.42,24.3,4.8,9556.8,39,0,Normal,0,Normal
2026-01-01 07:20:00,Loader,CAT_003,OP_030,Loading,Sand,Dry,1788.0,86.9,80.5,283.0,67.0,15.77,88.8,6.94,0.6,72.2,69.7,1.92,9.18,4.23,1.5,0.58,27.2,40.2,2.44,1.57,2.73,28.5,14.3,5650.2,3,0,Normal,0,Normal
2026-01-01 07:21:00,Loader,CAT_009,OP_006,Loading,Soil,Damp,1433.3,91.4,76.7,246.1,70.4,17.84,90.9,15.02,0.3,77.0,98.1,2.94,7.37,8.25,0.91,0.45,31.0,23.6,4.37,1.53,0.0,29.7,3.4,9643.2,5,0,Normal,0,Normal
2026-01-01 07:22:00,Loader,CAT_009,OP_030,Loading,Rock,Dry,1484.7,79.8,68.4,275.9,61.8,17.18,87.8,10.0,11.39,70.5,100.8,2.06,7.75,5.74,0.65,1.31,34.7,38.8,3.57,1.63,2.06,21.4,14.2,2026.2,58,0,Normal,0,Normal
2026-01-01 07:23:00,Loader,CAT_006,OP_012,Stockpiling,Gravel,Damp,1432.1,86.5,78.4,274.9,60.1,18.56,53.5,12.26,0.61,77.6,71.0,2.92,3.58,8.72,0.7,1.07,21.8,47.0,4.16,1.63,4.46,26.8,4.6,2815.7,43,0,Normal,0,Normal
2026-01-01 07:24:00,Loader,CAT_012,OP_026,Stockpiling,Soil,Dry,1786.8,78.7,84.3,237.3,52.9,18.58,51.2,9.98,5.2,46.9,83.2,3.11,9.71,4.08,1.14,1.0,27.9,39.4,4.69,1.48,3.15,33.0,12.6,4986.9,59,1,Normal,0,Normal
2026-01-01 07:25:00,Loader,CAT_007,OP_001,Material_Handling,Soil,Loose,1853.7,81.5,81.3,302.4,57.4,19.25,60.8,6.21,16.81,82.8,68.0,2.56,3.99,5.29,0.66,0.73,33.3,47.5,7.19,1.11,9.79,27.2,13.4,7519.5,26,0,Normal,0,Normal
